split,sample_index,source_class,true_label,predicted_label,ai_score,classification_threshold,correct,error_category
validation,240,1,1,0,0.6778881549835205,0.8164787888526917,False,false negative
validation,241,5,1,0,0.31449708342552185,0.8164787888526917,False,false negative
validation,242,5,1,0,0.8039978742599487,0.8164787888526917,False,false negative
validation,243,5,1,0,0.6870561838150024,0.8164787888526917,False,false negative
validation,244,1,1,1,0.9398279190063477,0.8164787888526917,True,true positive
validation,245,4,1,1,0.995455265045166,0.8164787888526917,True,true positive
validation,246,3,1,1,0.9210619926452637,0.8164787888526917,True,true positive
validation,247,0,0,0,0.6537322998046875,0.8164787888526917,True,true negative
validation,248,0,0,0,0.16377489268779755,0.8164787888526917,True,true negative
validation,249,5,1,0,0.7442100644111633,0.8164787888526917,False,false negative
validation,250,1,1,1,0.9766430854797363,0.8164787888526917,True,true positive
validation,251,0,0,0,0.12071876972913742,0.8164787888526917,True,true negative
validation,252,3,1,1,0.9649813771247864,0.8164787888526917,True,true positive
validation,253,2,1,1,0.9515538811683655,0.8164787888526917,True,true positive
validation,254,4,1,1,0.966903805732727,0.8164787888526917,True,true positive
validation,255,5,1,1,0.9158647060394287,0.8164787888526917,True,true positive
validation,256,2,1,1,0.9225173592567444,0.8164787888526917,True,true positive
validation,257,1,1,1,0.9951391220092773,0.8164787888526917,True,true positive
validation,258,2,1,1,0.9986636638641357,0.8164787888526917,True,true positive
validation,259,1,1,1,0.9898207187652588,0.8164787888526917,True,true positive
validation,260,1,1,0,0.789969265460968,0.8164787888526917,False,false negative
validation,261,5,1,0,0.3168242275714874,0.8164787888526917,False,false negative
validation,262,4,1,1,0.9769592881202698,0.8164787888526917,True,true positive
validation,263,4,1,1,0.9923431277275085,0.8164787888526917,True,true positive
validation,264,4,1,1,0.948784589767456,0.8164787888526917,True,true positive
validation,265,1,1,0,0.1799229085445404,0.8164787888526917,False,false negative
validation,266,0,0,0,0.37471482157707214,0.8164787888526917,True,true negative
validation,267,5,1,1,0.9952760934829712,0.8164787888526917,True,true positive
validation,268,4,1,1,0.9847849607467651,0.8164787888526917,True,true positive
validation,269,5,1,1,0.8497537970542908,0.8164787888526917,True,true positive
validation,270,4,1,1,0.9988297820091248,0.8164787888526917,True,true positive
validation,271,5,1,0,0.4696212112903595,0.8164787888526917,False,false negative
validation,272,4,1,1,0.9701792001724243,0.8164787888526917,True,true positive
validation,273,0,0,1,0.9166877865791321,0.8164787888526917,False,false positive
validation,274,2,1,1,0.994049072265625,0.8164787888526917,True,true positive
validation,275,5,1,0,0.6593847274780273,0.8164787888526917,False,false negative
validation,276,1,1,1,0.9379363059997559,0.8164787888526917,True,true positive
validation,277,5,1,0,0.6907641291618347,0.8164787888526917,False,false negative
validation,278,4,1,1,0.9670502543449402,0.8164787888526917,True,true positive
validation,279,1,1,1,0.9973530769348145,0.8164787888526917,True,true positive
validation,280,1,1,1,0.8717045187950134,0.8164787888526917,True,true positive
validation,281,3,1,0,0.5690882802009583,0.8164787888526917,False,false negative
validation,282,0,0,0,0.7773728370666504,0.8164787888526917,True,true negative
validation,283,3,1,0,0.7122445106506348,0.8164787888526917,False,false negative
validation,284,4,1,1,0.9673586487770081,0.8164787888526917,True,true positive
validation,285,4,1,1,0.9087138175964355,0.8164787888526917,True,true positive
validation,286,4,1,1,0.978772759437561,0.8164787888526917,True,true positive
validation,287,2,1,1,0.9657679200172424,0.8164787888526917,True,true positive
validation,288,0,0,0,0.606329083442688,0.8164787888526917,True,true negative
validation,289,0,0,0,0.5317172408103943,0.8164787888526917,True,true negative
validation,290,2,1,1,0.8691596388816833,0.8164787888526917,True,true positive
validation,291,4,1,1,0.9976465106010437,0.8164787888526917,True,true positive
validation,292,3,1,0,0.7691054940223694,0.8164787888526917,False,false negative
validation,293,2,1,1,0.8731854557991028,0.8164787888526917,True,true positive
validation,294,3,1,0,0.6772006750106812,0.8164787888526917,False,false negative
validation,295,5,1,1,0.9878674745559692,0.8164787888526917,True,true positive
validation,296,2,1,1,0.9344966411590576,0.8164787888526917,True,true positive
validation,297,5,1,0,0.6818887591362,0.8164787888526917,False,false negative
validation,298,4,1,1,0.9979504942893982,0.8164787888526917,True,true positive
validation,299,1,1,1,0.8865087628364563,0.8164787888526917,True,true positive
validation,300,3,1,1,0.9583123326301575,0.8164787888526917,True,true positive
validation,301,3,1,0,0.47990354895591736,0.8164787888526917,False,false negative
validation,302,2,1,1,0.9960201382637024,0.8164787888526917,True,true positive
validation,303,3,1,1,0.8636108636856079,0.8164787888526917,True,true positive
validation,304,0,0,0,0.7281560301780701,0.8164787888526917,True,true negative
validation,305,0,0,0,0.6150367259979248,0.8164787888526917,True,true negative
validation,306,5,1,1,0.9606106877326965,0.8164787888526917,True,true positive
validation,307,4,1,1,0.9575524926185608,0.8164787888526917,True,true positive
validation,308,1,1,1,0.8400470018386841,0.8164787888526917,True,true positive
validation,309,2,1,1,0.8946043252944946,0.8164787888526917,True,true positive
validation,310,5,1,1,0.9915575981140137,0.8164787888526917,True,true positive
validation,311,0,0,0,0.3793153762817383,0.8164787888526917,True,true negative
validation,312,4,1,1,0.9949840307235718,0.8164787888526917,True,true positive
validation,313,0,0,0,0.5463770627975464,0.8164787888526917,True,true negative
validation,314,5,1,1,0.9559897184371948,0.8164787888526917,True,true positive
validation,315,1,1,0,0.4514206051826477,0.8164787888526917,False,false negative
validation,316,4,1,1,0.978360652923584,0.8164787888526917,True,true positive
validation,317,1,1,1,0.9710639715194702,0.8164787888526917,True,true positive
validation,318,1,1,1,0.8660009503364563,0.8164787888526917,True,true positive
validation,319,2,1,1,0.9646152853965759,0.8164787888526917,True,true positive
validation,320,3,1,1,0.9713795185089111,0.8164787888526917,True,true positive
validation,321,0,0,0,0.6841244101524353,0.8164787888526917,True,true negative
validation,322,2,1,0,0.791857123374939,0.8164787888526917,False,false negative
validation,323,3,1,0,0.794941246509552,0.8164787888526917,False,false negative
validation,324,4,1,1,0.9943781495094299,0.8164787888526917,True,true positive
validation,325,0,0,0,0.6862262487411499,0.8164787888526917,True,true negative
validation,326,3,1,1,0.9889153838157654,0.8164787888526917,True,true positive
validation,327,2,1,1,0.8513736128807068,0.8164787888526917,True,true positive
validation,328,4,1,1,0.97567218542099,0.8164787888526917,True,true positive
validation,329,0,0,1,0.8997545838356018,0.8164787888526917,False,false positive
validation,330,4,1,1,0.9876083731651306,0.8164787888526917,True,true positive
validation,331,2,1,1,0.9289812445640564,0.8164787888526917,True,true positive
validation,332,5,1,1,0.9468439817428589,0.8164787888526917,True,true positive
validation,333,3,1,1,0.8893058896064758,0.8164787888526917,True,true positive
validation,334,0,0,0,0.801217794418335,0.8164787888526917,True,true negative
validation,335,3,1,1,0.9124478697776794,0.8164787888526917,True,true positive
validation,336,4,1,1,0.9680222868919373,0.8164787888526917,True,true positive
validation,337,2,1,1,0.9980692267417908,0.8164787888526917,True,true positive
validation,338,2,1,0,0.6313924789428711,0.8164787888526917,False,false negative
validation,339,1,1,0,0.1714322865009308,0.8164787888526917,False,false negative
validation,340,1,1,0,0.5437384843826294,0.8164787888526917,False,false negative
validation,341,3,1,1,0.8809072971343994,0.8164787888526917,True,true positive
validation,342,0,0,0,0.7998551726341248,0.8164787888526917,True,true negative
validation,343,2,1,1,0.9806674718856812,0.8164787888526917,True,true positive
validation,344,4,1,1,0.999666690826416,0.8164787888526917,True,true positive
validation,345,5,1,1,0.894816517829895,0.8164787888526917,True,true positive
validation,346,0,0,0,0.2973724901676178,0.8164787888526917,True,true negative
validation,347,0,0,0,0.3982442319393158,0.8164787888526917,True,true negative
validation,348,4,1,1,0.8755377531051636,0.8164787888526917,True,true positive
validation,349,0,0,0,0.6718171834945679,0.8164787888526917,True,true negative
validation,350,2,1,0,0.5687410235404968,0.8164787888526917,False,false negative
validation,351,5,1,1,0.9790381193161011,0.8164787888526917,True,true positive
validation,352,1,1,1,0.9496098160743713,0.8164787888526917,True,true positive
validation,353,0,0,0,0.17355851829051971,0.8164787888526917,True,true negative
validation,354,3,1,1,0.8534278869628906,0.8164787888526917,True,true positive
validation,355,4,1,1,0.9952534437179565,0.8164787888526917,True,true positive
validation,356,1,1,1,0.9792652130126953,0.8164787888526917,True,true positive
validation,357,2,1,1,0.9060408473014832,0.8164787888526917,True,true positive
validation,358,4,1,1,0.9974743723869324,0.8164787888526917,True,true positive
validation,359,1,1,0,0.8104506134986877,0.8164787888526917,False,false negative
validation,360,3,1,1,0.8207369446754456,0.8164787888526917,True,true positive
validation,361,4,1,1,0.9922796487808228,0.8164787888526917,True,true positive
validation,362,5,1,1,0.9301546216011047,0.8164787888526917,True,true positive
validation,363,5,1,1,0.8318879008293152,0.8164787888526917,True,true positive
validation,364,2,1,1,0.9737297892570496,0.8164787888526917,True,true positive
validation,365,3,1,0,0.35399913787841797,0.8164787888526917,False,false negative
validation,366,5,1,1,0.9120909571647644,0.8164787888526917,True,true positive
validation,367,3,1,1,0.9505603909492493,0.8164787888526917,True,true positive
validation,368,4,1,1,0.9992445707321167,0.8164787888526917,True,true positive
validation,369,4,1,1,0.9160109162330627,0.8164787888526917,True,true positive
validation,370,1,1,1,0.9466435313224792,0.8164787888526917,True,true positive
validation,371,2,1,1,0.9985142350196838,0.8164787888526917,True,true positive
validation,372,2,1,1,0.931545078754425,0.8164787888526917,True,true positive
validation,373,1,1,1,0.9447096586227417,0.8164787888526917,True,true positive
validation,374,0,0,0,0.45503976941108704,0.8164787888526917,True,true negative
validation,375,0,0,0,0.1608341932296753,0.8164787888526917,True,true negative
validation,376,0,0,0,0.32986682653427124,0.8164787888526917,True,true negative
validation,377,0,0,1,0.896196186542511,0.8164787888526917,False,false positive
validation,378,3,1,0,0.5253759622573853,0.8164787888526917,False,false negative
validation,379,4,1,1,0.9908372163772583,0.8164787888526917,True,true positive
validation,380,5,1,1,0.999022364616394,0.8164787888526917,True,true positive
validation,381,2,1,1,0.9648585915565491,0.8164787888526917,True,true positive
validation,382,0,0,1,0.8164955973625183,0.8164787888526917,False,false positive
validation,383,1,1,1,0.9986549615859985,0.8164787888526917,True,true positive
validation,384,1,1,1,0.8251871466636658,0.8164787888526917,True,true positive
validation,385,4,1,1,0.9996649026870728,0.8164787888526917,True,true positive
validation,386,2,1,0,0.7154284715652466,0.8164787888526917,False,false negative
validation,387,1,1,1,0.9780694246292114,0.8164787888526917,True,true positive
validation,388,1,1,1,0.9787198901176453,0.8164787888526917,True,true positive
validation,389,2,1,1,0.9787231683731079,0.8164787888526917,True,true positive
validation,390,1,1,0,0.7238258123397827,0.8164787888526917,False,false negative
validation,391,0,0,0,0.23589475452899933,0.8164787888526917,True,true negative
validation,392,0,0,0,0.22110767662525177,0.8164787888526917,True,true negative
validation,393,2,1,1,0.9678527116775513,0.8164787888526917,True,true positive
validation,394,5,1,1,0.932068407535553,0.8164787888526917,True,true positive
validation,395,4,1,1,0.8249169588088989,0.8164787888526917,True,true positive
validation,396,4,1,1,0.9966297745704651,0.8164787888526917,True,true positive
validation,397,0,0,0,0.14014439284801483,0.8164787888526917,True,true negative
validation,398,3,1,1,0.9909850358963013,0.8164787888526917,True,true positive
