image_path,source_class,binary_label,original_width,original_height,cleaned_width,cleaned_height
artifacts/task01/cleaned_train/images/train_0_000112.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000113.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000114.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000115.jpg,0,0,640,480,224,224
artifacts/task01/cleaned_train/images/train_0_000116.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000117.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000118.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000119.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000120.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000121.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000122.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000123.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000124.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000125.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000126.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000127.jpg,0,0,500,400,224,224
artifacts/task01/cleaned_train/images/train_0_000128.jpg,0,0,640,427,224,224
artifacts/task01/cleaned_train/images/train_0_000129.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000130.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000131.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000132.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000133.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000134.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000135.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000136.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000137.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000138.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000139.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000140.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000141.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000142.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000143.jpg,0,0,640,427,224,224
artifacts/task01/cleaned_train/images/train_0_000144.jpg,0,0,640,480,224,224
artifacts/task01/cleaned_train/images/train_0_000145.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000146.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000147.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000148.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000149.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000150.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000151.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000152.jpg,0,0,500,500,224,224
artifacts/task01/cleaned_train/images/train_0_000153.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000154.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000155.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000156.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000157.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000158.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000159.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000160.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000161.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000162.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000163.jpg,0,0,640,478,224,224
artifacts/task01/cleaned_train/images/train_0_000164.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000165.jpg,0,0,640,488,224,224
artifacts/task01/cleaned_train/images/train_0_000166.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000167.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000168.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000169.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000170.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000171.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000172.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000173.jpg,0,0,640,427,224,224
artifacts/task01/cleaned_train/images/train_0_000174.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000175.jpg,0,0,640,480,224,224
artifacts/task01/cleaned_train/images/train_0_000176.jpg,0,0,480,640,224,224
artifacts/task01/cleaned_train/images/train_0_000177.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000178.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000179.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000180.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000181.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000182.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000183.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000184.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000185.jpg,0,0,640,479,224,224
artifacts/task01/cleaned_train/images/train_0_000186.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000187.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000188.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000189.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000190.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000191.jpg,0,0,480,640,224,224
artifacts/task01/cleaned_train/images/train_0_000192.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000193.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000194.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000195.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000196.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000197.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000198.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000199.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000200.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000201.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000202.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000203.jpg,0,0,480,640,224,224
artifacts/task01/cleaned_train/images/train_0_000204.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000205.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000206.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000207.jpg,0,0,500,322,224,224
artifacts/task01/cleaned_train/images/train_0_000208.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000209.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000210.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000211.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000212.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000213.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000214.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000215.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000216.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000217.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000218.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000219.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000220.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000221.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000222.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000223.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000224.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000225.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000226.jpg,0,0,640,377,224,224
artifacts/task01/cleaned_train/images/train_0_000227.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000228.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000229.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000230.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000231.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000232.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000233.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000234.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000235.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000236.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000237.jpg,0,0,640,427,224,224
artifacts/task01/cleaned_train/images/train_0_000238.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000239.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000240.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000241.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000242.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000243.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000244.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000245.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000246.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000247.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000248.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000249.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000250.jpg,0,0,375,500,224,224
artifacts/task01/cleaned_train/images/train_0_000251.jpg,0,0,640,480,224,224
artifacts/task01/cleaned_train/images/train_0_000252.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000253.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000254.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000255.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000256.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000257.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000258.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000259.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000260.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000261.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000262.jpg,0,0,640,480,224,224
artifacts/task01/cleaned_train/images/train_0_000263.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000264.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000265.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000266.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000267.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000268.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000269.jpg,0,0,640,480,224,224
artifacts/task01/cleaned_train/images/train_0_000270.jpg,0,0,619,413,224,224
artifacts/task01/cleaned_train/images/train_0_000271.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000272.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000273.jpg,0,0,500,375,224,224
artifacts/task01/cleaned_train/images/train_0_000274.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000275.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000276.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000277.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000278.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000279.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000280.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000281.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000282.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000283.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000284.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000285.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000286.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000287.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000288.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000289.jpg,0,0,480,640,224,224
artifacts/task01/cleaned_train/images/train_0_000290.jpg,0,0,640,427,224,224
artifacts/task01/cleaned_train/images/train_0_000291.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000292.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000293.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000294.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000295.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000296.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000297.jpg,0,0,640,480,224,224
artifacts/task01/cleaned_train/images/train_0_000298.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000299.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000300.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000301.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000302.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000303.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000304.jpg,0,0,640,480,224,224
artifacts/task01/cleaned_train/images/train_0_000305.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000306.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000307.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000308.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000309.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000310.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000311.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000312.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000313.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000314.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000315.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000316.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000317.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000318.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000319.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000320.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000321.jpg,0,0,640,428,224,224
artifacts/task01/cleaned_train/images/train_0_000322.jpg,0,0,640,429,224,224
artifacts/task01/cleaned_train/images/train_0_000323.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000324.jpg,0,0,640,480,224,224
artifacts/task01/cleaned_train/images/train_0_000325.jpg,0,0,640,524,224,224
artifacts/task01/cleaned_train/images/train_0_000326.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000327.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000328.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000329.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000330.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000331.jpg,0,0,478,640,224,224
artifacts/task01/cleaned_train/images/train_0_000332.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000333.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000334.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000335.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000336.jpg,1,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000337.jpg,0,0,640,426,224,224
artifacts/task01/cleaned_train/images/train_0_000338.jpg,3,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000339.jpg,2,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000340.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000341.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000342.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000343.jpg,5,1,320,320,224,224
artifacts/task01/cleaned_train/images/train_0_000344.jpg,0,0,640,478,224,224
artifacts/task01/cleaned_train/images/train_0_000345.jpg,0,0,640,427,224,224
artifacts/task01/cleaned_train/images/train_0_000346.jpg,4,1,270,270,224,224
artifacts/task01/cleaned_train/images/train_0_000347.jpg,5,1,320,320,224,224
